"","Taxon","Family","Order","Importer","Exporter","Year","n"
"370","Aerangis decaryana","Orchidaceae","Orchidales","DE","MG",2019,0
"371","Aerangis decaryana","Orchidaceae","Orchidales","DE","MG",2020,0
"372","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2000,4
"373","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2001,0
"374","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2002,0
"375","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2003,0
"376","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2004,0
"377","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2005,0
"378","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2006,0
"379","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2007,0
"380","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2008,0
"381","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2009,0
"382","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2010,0
"383","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2011,0
"384","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2012,0
"385","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2013,0
"386","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2014,0
"387","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2015,5
"388","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2016,0
"389","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2017,0
"390","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2018,0
"391","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2019,0
"392","Aerangis ellisii","Orchidaceae","Orchidales","US","MG",2020,0
"393","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2000,0
"394","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2001,0
"395","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2002,0
"396","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2003,0
"397","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2004,0
"398","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2005,50
"399","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2006,0
"400","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2007,0
"401","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2008,0
"402","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2009,0
"403","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2010,0
"404","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2011,0
"405","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2012,0
"406","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2013,0
"407","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2014,0
"408","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2015,0
"409","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2016,0
"410","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2017,0
"411","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2018,0
"412","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2019,0
"413","Aerangis fastuosa","Orchidaceae","Orchidales","DE","MG",2020,0
"414","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2000,20
"415","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2001,0
"416","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2002,0
"417","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2003,0
"418","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2004,0
"419","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2005,15
"420","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2006,0
"421","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2007,5
"422","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2008,0
"423","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2009,0
"424","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2010,0
"425","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2011,0
"426","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2012,0
"427","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2013,0
"428","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2014,0
"429","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2015,0
"430","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2016,0
"431","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2017,0
"432","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2018,0
"433","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2019,0
"434","Aerangis fastuosa","Orchidaceae","Orchidales","JP","MG",2020,0
"435","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2000,0
"436","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2001,0
"437","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2002,0
"438","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2003,0
"439","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2004,0
"440","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2005,0
"441","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2006,0
"442","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2007,4
"443","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2008,0
"444","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2009,0
"445","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2010,0
"446","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2011,0
"447","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2012,0
"448","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2013,0
"449","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2014,0
"450","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2015,0
"451","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2016,0
"452","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2017,0
"453","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2018,0
"454","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2019,0
"455","Aerangis fastuosa","Orchidaceae","Orchidales","TH","MG",2020,0
"456","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2000,10
"457","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2001,0
"458","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2002,0
"459","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2003,15
"460","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2004,0
"461","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2005,0
"462","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2006,0
"463","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2007,0
"464","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2008,0
"465","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2009,0
"466","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2010,0
"467","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2011,0
"468","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2012,0
"469","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2013,0
"470","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2014,0
"471","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2015,14
"472","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2016,35
"473","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2017,13
"474","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2018,0
"475","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2019,0
"476","Aerangis fastuosa","Orchidaceae","Orchidales","US","MG",2020,0
"477","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2000,0
"478","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2001,0
"479","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2002,0
"480","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2003,0
"481","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2004,0
"482","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2005,0
"483","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2006,0
"484","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2007,0
"485","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2008,10
"486","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2009,0
"487","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2010,0
"488","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2011,0
"489","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2012,0
"490","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2013,0
"491","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2014,0
"492","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2015,0
"493","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2016,0
"494","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2017,0
"495","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2018,0
"496","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2019,0
"497","Aerangis fuscata","Orchidaceae","Orchidales","DE","MG",2020,0
"498","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2000,0
"499","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2001,0
"500","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2002,0
"501","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2003,0
"502","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2004,0
"503","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2005,0
"504","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2006,0
"505","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2007,1
"506","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2008,0
"507","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2009,0
"508","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2010,0
"509","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2011,0
"510","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2012,0
"511","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2013,0
"512","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2014,0
"513","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2015,0
"514","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2016,0
"515","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2017,0
"516","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2018,0
"517","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2019,0
"518","Aerangis fuscata","Orchidaceae","Orchidales","TH","MG",2020,0
"519","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2000,12
"520","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2001,0
"521","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2002,0
"522","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2003,17
"523","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2004,0
"524","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2005,0
"525","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2006,0
"526","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2007,0
"527","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2008,0
"528","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2009,0
"529","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2010,0
"530","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2011,0
"531","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2012,0
"532","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2013,0
"533","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2014,0
"534","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2015,64
"535","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2016,44
"536","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2017,30
"537","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2018,0
"538","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2019,0
"539","Aerangis fuscata","Orchidaceae","Orchidales","US","MG",2020,0
"540","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2000,0
"541","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2001,0
"542","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2002,0
"543","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2003,0
"544","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2004,0
"545","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2005,0
"546","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2006,0
"547","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2007,0
"548","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2008,0
"549","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2009,0
"550","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2010,0
"551","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2011,0
"552","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2012,0
"553","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2013,10
"554","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2014,0
"555","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2015,0
"556","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2016,0
"557","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2017,0
"558","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2018,0
"559","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2019,0
"560","Aerangis hyaloides","Orchidaceae","Orchidales","DE","MG",2020,0
"561","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2000,20
"562","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2001,0
"563","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2002,0
"564","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2003,0
"565","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2004,0
"566","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2005,5
"567","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2006,0
"568","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2007,18
"569","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2008,0
"570","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2009,0
"571","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2010,0
"572","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2011,0
"573","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2012,0
"574","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2013,0
"575","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2014,0
"576","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2015,0
"577","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2016,0
"578","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2017,0
"579","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2018,0
"580","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2019,0
"581","Aerangis hyaloides","Orchidaceae","Orchidales","JP","MG",2020,0
"582","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2000,8
"583","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2001,0
"584","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2002,0
"585","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2003,14
"586","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2004,0
"587","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2005,0
"588","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2006,0
"589","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2007,0
"590","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2008,0
"591","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2009,0
"592","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2010,0
"593","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2011,0
"594","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2012,0
"595","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2013,0
"596","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2014,0
"597","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2015,3
"598","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2016,10
"599","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2017,2
"600","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2018,0
"601","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2019,0
"602","Aerangis hyaloides","Orchidaceae","Orchidales","US","MG",2020,0
"603","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2000,8
"604","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2001,0
"605","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2002,0
"606","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2003,9
"607","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2004,0
"608","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2005,0
"609","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2006,0
"610","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2007,0
"611","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2008,0
"612","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2009,0
"613","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2010,0
"614","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2011,0
"615","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2012,0
"616","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2013,0
"617","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2014,0
"618","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2015,7
"619","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2016,5
"620","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2017,1
"621","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2018,0
"622","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2019,0
"623","Aerangis macrocentra","Orchidaceae","Orchidales","US","MG",2020,0
"624","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2000,0
"625","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2001,0
"626","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2002,0
"627","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2003,0
"628","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2004,0
"629","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2005,0
"630","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2006,0
"631","Aerangis modesta","Orchidaceae","Orchidales","DE","MG",2007,0
